source,source_role,baseline,api_group,category,n_total,n_known,n_true,n_false,n_unknown,failure_rate_known,wilson_95_low,wilson_95_high,observed_records,raw_records,duplicate_records,unidentified_records,expected_records,missing_records,coverage_rate
campaign_combined,campaign_combined,B0,reduction_and_statistics,broad_exception_swallowing,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,reduction_and_statistics,target_not_executed,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,reduction_and_statistics,truncated_generation,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,reduction_and_statistics,nondeterministic_failure,24,0,0,0,24,,,,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,shape_and_composition,syntax_error,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,shape_and_composition,wrong_or_missing_target_api,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,shape_and_composition,missing_import,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,shape_and_composition,shape_or_dtype_error,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,shape_and_composition,index_or_bounds_error,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,shape_and_composition,undefined_name_error,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,shape_and_composition,argument_signature_error,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,shape_and_composition,dependency_import_error,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,shape_and_composition,setup_or_environment_error,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,shape_and_composition,resource_exhaustion,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,shape_and_composition,runtime_error_other,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,shape_and_composition,assertion_failure,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,shape_and_composition,timeout,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,shape_and_composition,missing_oracle,24,24,24,0,0,1.0,0.8620237953250198,1.0,24,24,0,0,24,0,1.0
campaign_combined,campaign_combined,B0,shape_and_composition,oracle_not_executed,24,24,0,24,0,0.0,1.3877787807814457e-17,0.13797620467498017,24,24,0,0,24,0,1.0
